"","X","MES","FECHA","LINEA","ACTIVIDAD","INSTITUCIÓN","POBLACIÓN","DIRECCIÓN","BARRIO","COMUNA","PERSONAS SENSIBILIZADAS","MUJERES","HOMBRES","NIÑO","JOVEN","ADULTO","P.MAYOR","PEATÓN","CICLISTA","MOTOCICLISTA","CONDUCTOR","ACOMPAÑANTE.Y.O.PASAJERO","HOMBRES","JOVEN..14.a.28.años..1","ADULTO..29.a.59.años..1","PERSONA.MAYOR..60..años.y.más..1","PEATÓN.1","CICLISTA.1","MOTOCICLISTA.1","CONDUCTOR.1","ACOMPAÑANTE.Y.O.PASAJERO.1","No..DE.PROFESIONALES.VINCULADOS","No..DE.AUXILIARES.VINCULADOS","No..DE.PROFESIONALES.CONTRATISTAS","No..DE.AUXILIARES.CONTRATISTAS","NCOMUNA"
"1261",1261,"Mayo","sábado, 26 de mayo de 2018","Intervenciones en vía y trámites","Sensibilizaciones de educación vial","Secretaría de Movilidad","Asistentes a trámites","Cra 42 ee # 119  33","Caribe","Comuna5Castilla",12,3,9,"0",3,0,0,0,0,3,0,0,"0",2,6,1,0,0,7,2,0,0,0,1,3,5
"1262",1262,"Mayo","sábado, 26 de mayo de 2018","Intervenciones en vía y trámites","Asesoría de usuarios","Secretaría de Movilidad","Asistentes a trámites","Clle 12aa Sur # 2  50","Caribe","Comuna5Castilla",90,29,61,"0",8,13,8,2,0,19,7,1,"0",21,32,8,4,0,45,11,1,0,0,1,3,5
"1263",1263,"Mayo","martes, 22 de mayo de 2018","Curso de amonestados","Taller de educación vial","Parque Educativo de Movilidad","Conductores amonestados","Clle 27# 65d  18","Miranda","Comuna5Castilla",25,0,25,"0",0,0,0,0,0,0,0,0,"0",4,19,2,0,0,8,17,0,1,0,0,1,5
"1264",1264,"Mayo","martes, 22 de mayo de 2018","Curso de amonestados","Taller de educación vial","Parque Educativo de Movilidad","Conductores amonestados","Cra 58 # 7 - 37","Miranda","Comuna5Castilla",18,2,16,"0",2,0,0,0,0,2,0,0,"0",3,11,2,0,0,3,13,0,1,0,0,1,5
"1265",1265,"Mayo","miércoles, 23 de mayo de 2018","Curso de amonestados","Taller de educación vial","Parque Educativo de Movilidad","Conductores amonestados","Cra 34 # 96 57","Miranda","Comuna4Aranjuez",25,4,21,"0",0,3,1,1,1,2,0,0,"0",1,20,0,0,0,6,15,0,1,0,0,1,4
"1266",1266,"Mayo","miércoles, 23 de mayo de 2018","Curso de amonestados","Taller de educación vial","Parque Educativo de Movilidad","Conductores amonestados","Cra 42b #95a- 21","Miranda","Comuna4Aranjuez",32,4,28,"0",1,3,0,0,0,3,1,0,"0",7,19,2,0,0,4,24,0,1,0,0,1,4
"1267",1267,"Mayo","jueves, 24 de mayo de 2018","Curso de amonestados","Taller de educación vial","Parque Educativo de Movilidad","Conductores amonestados","Clle 37 #110a -60","Miranda","Comuna4Aranjuez",32,4,28,"0",2,2,0,0,0,1,3,0,"0",3,23,2,0,0,13,15,0,1,0,0,1,4
"1268",1268,"Mayo","jueves, 24 de mayo de 2018","Curso de amonestados","Taller de educación vial","Parque Educativo de Movilidad","Conductores amonestados","Cra 107 #45b - 13","Miranda","Comuna4Aranjuez",36,3,33,"0",0,3,0,1,0,0,2,0,"0",11,21,1,0,0,14,19,0,1,0,0,1,4
"1269",1269,"Mayo","viernes, 25 de mayo de 2018","Curso de amonestados","Taller de educación vial","Parque Educativo de Movilidad","Conductores amonestados","Clle 42b #95 96","San Fernando","Comuna4Aranjuez",21,2,19,"0",1,1,0,0,0,1,1,0,"0",10,8,1,0,0,6,13,0,1,0,0,1,4
"1270",1270,"Mayo","viernes, 25 de mayo de 2018","Curso de amonestados","Taller de educación vial","Parque Educativo de Movilidad","Conductores amonestados","Clle 98c # 37 - 03","Popular","Comuna4Aranjuez",30,3,27,"0",1,2,0,0,0,2,1,0,"0",6,21,0,0,0,15,12,0,1,0,0,1,4
"1271",1271,"Mayo","viernes, 25 de mayo de 2018","Experiencia-Aula Móvil","Aula Móvil en Empresas","Iducascos","Público general y empleados","Clle 104 #42b 41","Campo Amor","Comuna15Guayabal",184,77,107,"0",26,47,0,51,2,21,2,1,"0",36,69,1,40,5,58,3,1,0,0,0,0,15
"1272",1272,"Mayo","lunes, 21 de mayo de 2018","Poblaciones especiales","Reunión externa de gestión","Paz de Vida","Clubes de Vida ","Clle 49 # 97c 7","B. Trinidad","Comuna1Popular",1,1,0,"4",0,0,1,1,0,0,0,0,"1",0,0,0,0,0,0,0,0,1,0,0,0,1
"1273",1273,"Mayo","lunes, 21 de mayo de 2018","Poblaciones especiales","Reunión externa de gestión","Santa Teresita","Clubes de Vida ","Cra 37 # 107 - 21","Campo Amor","Comuna16Belén",1,1,0,"0",0,0,1,1,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,0,0,0,16
"1274",1274,"Mayo","martes, 22 de mayo de 2018","Poblaciones especiales","Reunión externa de gestión","Espigas Doradas","Clubes de Vida ","Cra 42b #121 - 1","Popular","Comuna15Guayabal",1,0,1,"0",0,0,0,0,0,0,0,0,"0",0,0,1,1,0,0,0,0,1,0,0,0,15
"1275",1275,"Mayo","martes, 22 de mayo de 2018","Poblaciones especiales","Reunión externa de gestión","Campo Amor","Clubes de Vida ","Cll 64B # 117-177","Popular","Comuna15Guayabal",1,1,0,"0",0,0,1,1,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,0,0,0,15
"1276",1276,"Mayo","martes, 22 de mayo de 2018","Poblaciones especiales","Reunión externa de gestión","Compromiso de Amor","Clubes de Vida ","Cll 98B # 37- 38","San Javier","Comuna1Popular",1,1,0,"0",0,0,1,1,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,0,0,0,1
"1277",1277,"Mayo","miércoles, 23 de mayo de 2018","Poblaciones especiales","Taller de educación vial","Aquel Pasado","Clubes de Vida ","CR 37 # 71-47","San Javier","Comuna1Popular",18,18,0,"0",0,0,18,18,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,0,0,0,1
"1278",1278,"Mayo","miércoles, 23 de mayo de 2018","Poblaciones especiales","Reunión externa de gestión","Renacer a la Alegria","Clubes de Vida ","CR 64 C No. 72 - 58","Guadalupe","Comuna13SanJavier",1,1,0,"0",0,0,1,1,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,0,0,0,13
"1279",1279,"Mayo","miércoles, 23 de mayo de 2018","Poblaciones especiales","Taller de educación vial","Claro de Luna","Clubes de Vida ","Cll 104 # 64A 77","Belen","Comuna13SanJavier",37,36,1,"0",0,0,36,36,0,0,0,0,"0",0,0,1,1,0,0,0,0,1,0,0,0,13
"1280",1280,"Mayo","jueves, 24 de mayo de 2018","Poblaciones especiales","Reunión externa de gestión","Mis Tesoros","Clubes de Vida ","Cr 96B # 78C 11","Popular","Comuna1Popular",1,1,0,"0",0,0,1,1,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,0,0,0,1
"1281",1281,"Mayo","jueves, 24 de mayo de 2018","Poblaciones especiales","Taller de educación vial","Caritas Alegres","Clubes de Vida ","CR 64C CLL 72 58","Juan 23","Comuna16Belén",21,21,0,"0",0,0,21,21,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,0,0,0,16
"1282",1282,"Mayo","jueves, 24 de mayo de 2018","Poblaciones especiales","Reunión externa de gestión","Experiencia","Clubes de Vida ","CR 64C CLL 72 58","San Javier","Comuna1Popular",1,1,0,"0",0,0,1,1,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,0,0,0,1
"1283",1283,"Mayo","jueves, 24 de mayo de 2018","Poblaciones especiales","Reunión externa de gestión","La Magia del Saber","Clubes de Vida ","CR 64C CLL 72 58","Popular ","Comuna13SanJavier",1,1,0,"0",0,0,1,1,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,0,0,0,13
"1284",1284,"Mayo","jueves, 24 de mayo de 2018","Poblaciones especiales","Reunión externa de gestión","Nuevo Horizonte","Clubes de Vida ","CR 64C CLL 72 58","San Cristóbal","Comuna13SanJavier",1,1,0,"0",0,0,1,1,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,0,0,0,13
"1285",1285,"Mayo","viernes, 25 de mayo de 2018","Poblaciones especiales","Reunión externa de gestión","Lucero de La mañana","Clubes de Vida ","CR 64C CLL 72 58","Manrique","Comuna1Popular",1,1,0,"0",0,0,1,1,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,0,2,0,1
"1286",1286,"Mayo","lunes, 28 de mayo de 2018","Instituciones educativas e IES","Taller de educación vial","I.E. Alfonso Upegui Orozco","Docentes","CR 64C CLL 72 58","Manrique","Comuna60SanCristóbal",27,18,9,"0",4,14,0,14,0,0,4,0,"0",9,0,0,6,0,2,1,0,0,0,2,0,60
"1287",1287,"Mayo","martes, 29 de mayo de 2018","Instituciones educativas e IES","Taller de educación vial","I.E. San Pablo","Docentes","CR 64C CLL 72 58","Caribe","Comuna3Manrique",15,11,4,"0",2,9,0,9,0,1,1,0,"0",2,2,0,2,0,1,1,0,0,0,2,0,3
"1288",1288,"Mayo","martes, 29 de mayo de 2018","Instituciones educativas e IES","Taller de educación vial","I.E. Manuela Beltrán","Docentes","CR 64C CLL 72 58","Pedregal","Comuna3Manrique",37,29,8,"0",6,23,0,20,0,7,2,0,"0",0,0,8,4,0,0,2,2,0,0,2,0,3
"1289",1289,"Mayo","miércoles, 30 de mayo de 2018","Instituciones educativas e IES","Formación docentes","Secretaria de Movilidad","Segunda cohorte Formación A la Rueda Ruedo","CR 43A Cll 12 S ","Aures","Comuna5Castilla",0,0,0,"0",0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,0,2,3,5
"1290",1290,"Mayo","jueves, 31 de mayo de 2018","Instituciones educativas e IES","Taller de educación vial","Centro Educativo Autónomo","Docentes","Carrera 46 entre calles 45 y 48","Caribe","Comuna6DocedeOctubre",12,11,1,"0",0,11,0,8,0,2,1,0,"0",1,0,0,0,0,1,0,0,0,0,2,0,6
"1291",1291,"Mayo","jueves, 31 de mayo de 2018","Instituciones educativas e IES","Taller de educación vial","I.E. Ciudad Don Bosco","Docentes","Carrera 70 entre calles 44 y 47d","Caribe","Comuna7Robledo",26,21,5,"0",0,21,0,16,0,2,1,2,"0",0,0,5,3,0,1,1,0,0,0,1,0,7
"1292",1292,"Mayo","lunes, 28 de mayo de 2018","Intervenciones en vía y trámites","Sensibilizaciones de educación vial","Secretaría de Movilidad","Actores viales en general","Carrera 48 con calle 29","Caribe","Comuna5Castilla",7,3,4,"0",1,0,2,0,0,1,1,1,"0",4,0,0,0,0,3,1,0,0,0,1,2,5
"1293",1293,"Mayo","lunes, 28 de mayo de 2018","Intervenciones en vía y trámites","Asesoría de usuarios","Secretaría de Movilidad","Actores viales en general","CR 64 C  72  58","Caribe","Comuna5Castilla",113,47,66,"0",31,9,7,1,0,26,19,1,"0",28,37,1,3,0,34,23,6,0,0,1,2,5
"1294",1294,"Mayo","martes, 29 de mayo de 2018","Intervenciones en vía y trámites","Sensibilizaciones de educación vial","Secretaría de Movilidad","Actores viales en general","CR 64 C  72  58","Caribe","Comuna5Castilla",9,3,6,"0",1,2,0,0,0,3,0,0,"0",6,0,0,0,0,4,2,0,0,0,1,2,5
"1295",1295,"Mayo","martes, 29 de mayo de 2018","Intervenciones en vía y trámites","Asesoría de usuarios","Secretaría de Movilidad","Actores viales en general","Cra 53 76 115","Caribe","Comuna5Castilla",43,16,27,"0",7,6,3,0,0,12,2,2,"0",17,8,2,0,0,19,5,3,0,0,1,2,5
"1296",1296,"Mayo","miércoles, 30 de mayo de 2018","Intervenciones en vía y trámites","Sensibilizaciones de educación vial","Secretaría de Movilidad","Actores viales en general","Cra 53 76 115","Caribe","Comuna5Castilla",9,3,6,"0",2,1,0,1,0,2,0,0,"0",4,1,1,1,0,4,1,0,0,0,1,2,5
"1297",1297,"Mayo","miércoles, 30 de mayo de 2018","Intervenciones en vía y trámites","Asesoría de usuarios","Secretaría de Movilidad","Actores viales en general","Cra 53 76 115","Caribe","Comuna5Castilla",63,26,37,"0",17,8,1,2,0,11,9,4,"0",19,13,5,1,0,24,9,3,0,0,1,2,5
"1298",1298,"Mayo","jueves, 31 de mayo de 2018","Intervenciones en vía y trámites","Sensibilizaciones de educación vial","Secretaría de Movilidad","Actores viales en general","Cra 53 76 115","Poblado ","Comuna5Castilla",19,9,10,"0",3,2,4,1,0,5,2,1,"0",7,2,1,0,0,4,5,1,0,0,1,2,5
"1299",1299,"Mayo","jueves, 31 de mayo de 2018","Intervenciones en vía y trámites","Asesoría de usuarios","Secretaría de Movilidad","Actores viales en general","Calle 44 N° 52-165.","La candelaria","Comuna5Castilla",86,32,54,"0",16,12,4,4,0,16,11,1,"0",24,27,3,9,0,16,21,8,0,0,1,2,5
"1300",1300,"Mayo","jueves, 31 de mayo de 2018","Intervenciones en vía y trámites","Intervención en vía pública buen parqueo","Secretaría de Movilidad","Actores viales en general","Cra. 45a # 66a-154","Laureles","Comuna14ElPoblado",60,24,36,"0",6,15,0,0,0,2,13,9,"0",9,26,0,5,0,16,12,3,0,0,1,4,14
"1301",1301,"Mayo","lunes, 28 de mayo de 2018","Intervenciones en vía y trámites","Intervención en vía sitio de mayor incidentalidad","Secretaría de Movilidad","Actores viales en general","CL 30a 69 108","Barrio Colombia","Comuna10LaCandelaria",323,170,153,"3",59,86,25,170,0,0,0,0,"1",65,66,22,148,0,0,5,0,0,0,1,8,10
"1302",1302,"Mayo","martes, 29 de mayo de 2018","Intervenciones en vía y trámites","Intervención en vía sitio de mayor incidentalidad","Secretaría de Movilidad","Actores viales en general","Carrera 52 No. 79-11A Sur","Caribe","Comuna11LaurelesEstadio",247,125,122,"0",48,59,14,115,10,0,0,0,"0",38,70,11,87,35,0,0,0,0,0,1,10,11
"1303",1303,"Mayo","miércoles, 30 de mayo de 2018","Intervenciones en vía y trámites","Intervención en vía sitio de mayor incidentalidad","Secretaría de Movilidad","Actores viales en general","CR 47D 78A 70 ","Caribe","Comuna14ElPoblado",215,71,144,"4",34,36,1,47,17,1,6,0,"3",60,77,7,53,17,11,63,0,0,0,0,10,14
"1304",1304,"Mayo","martes, 29 de mayo de 2018","Curso de amonestados","Taller de educación vial","Parque Educativo de Movilidad","Conductores amonestados","carrera 52 N° 10 - 131","Miranda","Comuna5Castilla",23,2,21,"0",0,1,1,0,0,0,2,0,"0",4,16,1,0,0,6,15,0,1,0,0,1,5
"1305",1305,"Mayo","martes, 29 de mayo de 2018","Curso de amonestados","Taller de educación vial","Parque Educativo de Movilidad","Conductores amonestados","Calle 46 52A 14","Miranda","Comuna5Castilla",18,0,18,"0",0,0,0,0,0,0,0,0,"0",4,12,2,0,0,5,13,0,1,0,0,1,5
"1306",1306,"Mayo","miércoles, 30 de mayo de 2018","Curso de amonestados","Taller de educación vial","Parque Educativo de Movilidad","Conductores amonestados","CLL 33 74 B 212 ","Miranda","Comuna4Aranjuez",26,3,23,"0",2,0,1,0,0,1,2,0,"0",9,11,3,0,0,11,12,0,1,0,0,1,4
"1307",1307,"Mayo","miércoles, 30 de mayo de 2018","Curso de amonestados","Taller de educación vial","Parque Educativo de Movilidad","Conductores amonestados","carrera 57 con calle 44 ","Miranda","Comuna4Aranjuez",32,3,29,"0",3,0,0,0,0,3,0,0,"0",4,25,0,1,0,9,19,0,1,0,0,1,4
"1308",1308,"Mayo","jueves, 31 de mayo de 2018","Curso de amonestados","Taller de educación vial","Parque Educativo de Movilidad","Conductores amonestados","calle 51 entre la carrera 40 y 45","LA CANDELARIA","Comuna4Aranjuez",23,5,18,"0",2,3,0,0,0,1,4,0,"0",8,9,1,0,0,9,9,0,1,0,0,1,4
"1309",1309,"Mayo","jueves, 31 de mayo de 2018","Curso de amonestados","Taller de educación vial","Parque Educativo de Movilidad","Conductores amonestados","San Juan Con la 65","Itagúi","Comuna4Aranjuez",28,4,24,"0",2,2,0,0,0,2,2,0,"0",5,19,0,0,0,13,11,0,1,0,3,1,4
"1310",1310,"Mayo","lunes, 28 de mayo de 2018","Experiencia-Encarrete","Empresas con Plan Estratégico de Seguridad vial","Gobernación de Antioquia","Empresas por solicitud de PQRS","Calle 73 N° 73A - 226","Rosales","Comuna10LaCandelaria",616,380,236,"0",143,237,0,294,0,69,17,0,"0",176,60,0,97,5,49,85,0,0,0,1,7,10
"1311",1311,"Mayo","martes, 29 de mayo de 2018","Empresas","Taller de educación vial","Microdenier-Polinylon","Empresas comerciales y de servicios ","Calle 73 N° 73A - 226","Guayabal","Comuna80SanAntoniodePrado",64,42,22,"0",18,19,5,34,0,4,4,0,"0",13,8,1,7,1,8,6,0,0,0,1,0,80
"1312",1312,"Mayo","miércoles, 30 de mayo de 2018","Empresas","Taller de educación vial","Grupo Más ","Transporte Público Individual","Plaza de la Libertad","Floresta","Comuna16Belén",145,24,121,"0",10,12,2,10,0,5,9,0,"0",50,55,16,16,0,17,88,0,0,0,0,2,16
"1313",1313,"Mayo","miércoles, 30 de mayo de 2018","Empresas","Reunión diagnóstica inicial en empresas","Distribuidora Tropicana","Empresas comerciales y de servicios ","Ruta N
Cl. Barranquilla #52-20, ","guayabal","Comuna15Guayabal",3,3,0,"0",2,1,0,0,0,1,1,1,"0",0,0,0,0,0,0,0,0,0,1,1,0,15
"1314",1314,"Mayo","miércoles, 30 de mayo de 2018","Empresas","Taller de educación vial","Coonatra","Transporte Público Colectiivo","Ruta N
Cl. Barranquilla #52-20, ","Centro","Comuna11LaurelesEstadio",19,0,19,"0",0,0,0,0,0,0,0,0,"0",7,12,0,0,0,0,19,0,0,0,1,0,11
"1315",1315,"Mayo","miércoles, 30 de mayo de 2018","Empresas","Reunión diagnóstica inicial en empresas","electric edemsa","Empresas comerciales y de servicios ","calle 17 # 73-37","Laureles","Comuna15Guayabal",1,1,0,"0",0,1,0,1,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,1,0,15
"1316",1316,"Mayo","jueves, 31 de mayo de 2018","Empresas","Taller de educación vial","Coogranada","Empresas comerciales y de servicios ","Cra 44A # 93 - 87 ","Centro ","Comuna10LaCandelaria",12,4,8,"0",3,1,0,1,0,2,1,0,"0",6,2,0,0,0,7,1,0,0,0,0,0,10
"1317",1317,"Mayo","jueves, 31 de mayo de 2018","Empresas","Taller de educación vial","Santra","Transporte Público Colectiivo","Cralle 86 # 92 - 60","Centro ","Comuna11LaurelesEstadio",36,0,36,"0",0,0,0,0,0,0,0,0,"0",9,27,0,0,0,0,36,0,0,1,1,0,11
"1318",1318,"Mayo","lunes, 28 de mayo de 2018","Intervenciones en vía y trámites","Intervención en vía sitio de mayor incidentalidad","Secretaría de Movilidad","Peatones del Centro ","Cr 64c 72 58","Centro","Comuna10LaCandelaria",398,97,301,"0",56,23,11,97,0,0,0,0,"0",152,118,15,301,0,0,0,0,0,0,1,8,10
"1319",1319,"Mayo","martes, 29 de mayo de 2018","Intervenciones en vía y trámites","Intervención en vía sitio de mayor incidentalidad","Secretaría de Movilidad","Peatones del Centro ","carrera 85a #98b17","Pilarica","Comuna10LaCandelaria",532,287,245,"7",167,79,32,287,0,0,0,0,"16",139,84,8,245,0,0,0,0,0,0,0,8,10
"1320",1320,"Mayo","jueves, 31 de mayo de 2018","Intervenciones en vía y trámites","Punto seguro para motociclistas","Secretaría de Movilidad","Punto seguro para motociclistas y ciclistas que transitan a  díario por San Juan de camino a sus trabajos u ocupaciones. ","CR 60D 48sur 25","Pilarica","Comuna10LaCandelaria",986,391,595,"9",158,213,20,0,98,262,0,31,"14",427,122,31,2,249,323,0,21,0,0,1,12,10
"1321",1321,"Mayo","martes, 29 de mayo de 2018","Laboratorio Creativo de Movilidad","Taller de educación vial","Institución Universitaria Pascual Bravo","Institución Universitaria","CR 37 No.71-47","Alpujarra","Comuna7Robledo",0,0,0,"0",0,0,0,0,0,0,0,0,"15",0,0,0,0,0,0,0,0,0,0,1,0,7
"1322",1322,"Mayo","jueves, 31 de mayo de 2018","Laboratorio Creativo de Movilidad","Taller de educación vial","Institución Universitaria Pascual Bravo","Institución Universitaria","calle 103 ee # 63 D 185 ","Sevilla","Comuna7Robledo",0,0,0,"0",0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,2,0,7
"1323",1323,"Mayo","jueves, 31 de mayo de 2018","Incidencia, gestión y articulación","Sensibilizaciones de educación vial","Secretaría de Juventud","Secretaría de Juventud ","TRANSVERSAL 36 N° 72 93. ","Sevilla","Comuna10LaCandelaria",10,6,4,"0",0,6,0,0,0,0,0,6,"0",0,4,0,0,2,0,1,1,0,0,0,0,10
"1324",1324,"Mayo","lunes, 28 de mayo de 2018","Experiencia-Aula Móvil","Aula Móvil en Empresas","Holcim am","Empleados","Carrera 52 con Calle 7 Sur 73 ","Belén ","Comuna4Aranjuez",141,80,61,"0",62,18,0,62,1,10,5,2,"0",33,28,0,36,2,20,1,2,0,0,0,0,4
"1325",1325,"Mayo","lunes, 28 de mayo de 2018","Experiencia-Aula Móvil","Aula Móvil en Empresas","Holcim pm","Empleados","Carrera 35 No. 9 sur 160","Aranjuez","Comuna4Aranjuez",121,74,47,"0",50,24,0,59,0,9,5,1,"0",29,18,0,22,1,19,5,0,0,0,0,0,4
"1326",1326,"Mayo","martes, 29 de mayo de 2018","Experiencia-Aula Móvil","Aula Móvil en Instituciones educativas e IES","IE Octavio Harry","Estudiantes","CR 56 72 115","Robledo","Comuna16Belén",283,117,166,"0",117,0,0,117,0,0,0,0,"0",166,0,0,166,0,0,0,0,0,0,0,0,16
"1327",1327,"Mayo","miércoles, 30 de mayo de 2018","Experiencia-Aula Móvil","Aula Móvil en Instituciones educativas e IES","IE José Antonio Galan","Estudiantes","Clle 98c  # 37 - 03 ","Caribe","Comuna4Aranjuez",367,137,230,"0",137,0,0,137,0,0,0,0,"0",230,0,0,230,0,0,0,0,0,0,0,0,4
"1328",1328,"Mayo","jueves, 31 de mayo de 2018","Experiencia-Aula Móvil","Aula Móvil en Instituciones educativas e IES","IE Fe y Alegria San Jose","Estudiantes","Clle 40 # 82a -71","Picacho","Comuna7Robledo",217,126,91,"0",126,0,0,126,0,0,0,0,"0",91,0,0,91,0,0,0,0,0,0,1,0,7
"1329",1329,"Mayo","martes, 29 de mayo de 2018","Experiencia-Encarrete","Reunión externa de gestión","Secretaría de Convivencia","Medios comunitarios","Calle 47f # 89 - 60","bombona","Comuna5Castilla",2,2,0,"0",0,2,0,2,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,1,0,5
"1330",1330,"Mayo","miércoles, 30 de mayo de 2018","Instituciones educativas e IES","Taller de educación vial","I.E. Picachito","Personas adultas de instituciones educativas (padres de familia) ","Calle 107 # 42b - 09","Manrique Oriental ","Comuna6DocedeOctubre",13,13,0,"0",0,11,2,13,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,1,3,6
"1331",1331,"Mayo","martes, 29 de mayo de 2018","Experiencia-Encarrete","Encarrete Instituciones Educativas e IES","Colegio Militar Jose Maria Cordoba ","Estudiantes","Cra 42b # 93 - 60","Castilla","Comuna10LaCandelaria",204,20,184,"0",19,1,0,20,0,0,0,0,"0",182,2,0,176,0,4,4,0,0,0,1,3,10
"1332",1332,"Mayo","martes, 29 de mayo de 2018","Experiencia-Encarrete","Encarrete Instituciones Educativas e IES","Institucion Educativa Manuela Beltran ","Estudiantes","Clle 22 # 59 - 50","Laureles","Comuna3Manrique",120,50,70,"0",48,2,0,50,0,0,0,0,"0",69,1,0,69,0,0,1,0,0,0,0,1,3
"1333",1333,"Mayo","lunes, 28 de mayo de 2018","Instituciones educativas e IES","Reunión inicial instituciones educativas","I.E. Sebastián de Belalcázar","Docentes","CR 56 72 115","Guayabal","Comuna5Castilla",2,1,1,"0",0,1,0,0,0,0,1,0,"0",0,1,0,0,0,1,0,0,0,0,0,1,5
"1334",1334,"Mayo","martes, 29 de mayo de 2018","Instituciones educativas e IES","Reunión inicial instituciones educativas","I.E. Colegio Bethlemitas","Docentes","CR 56 72 115","Los Balsos ","Comuna11LaurelesEstadio",1,0,1,"0",0,0,0,0,0,0,0,0,"0",0,1,0,0,0,0,1,0,0,0,0,1,11
"1335",1335,"Mayo","miércoles, 30 de mayo de 2018","Instituciones educativas e IES","Reunión inicial instituciones educativas","I.E. José Acevedo y Gómez Sede Costa Rica","Docentes","CR 56 72 115","Miranda ","Comuna15Guayabal",2,2,0,"0",0,2,0,1,0,0,1,0,"0",0,0,0,0,0,0,0,0,0,0,0,1,15
"1336",1336,"Mayo","jueves, 31 de mayo de 2018","Instituciones educativas e IES","Reunión inicial instituciones educativas","I.E. Colegio Ginmasio Los Pinares","Docentes","CR 56 72 115","Popular","Comuna14ElPoblado",1,1,0,"0",0,1,0,0,0,0,1,0,"0",0,0,0,0,0,0,0,0,0,0,1,3,14
"1337",1337,"mayo","lunes, 28 de mayo de 2018","Parque Educativo de Movilidad","Taller de educación vial","Institución Educativa Présbitero Juan J. Escobar","Niños y niñas de instituciones educativas entre 6 y 14 años.
","Cra 53 76 115","Simon Bolivar","Comuna4Aranjuez",36,19,17,"0",0,2,0,0,0,0,0,19,"0",0,0,0,0,0,0,0,17,1,0,0,0,4
"1338",1338,"Mayo","lunes, 28 de mayo de 2018","Poblaciones especiales","Reunión externa de gestión","Santa Beatris","Clubes de Vida ","Cra 53 76 115","Popular","Comuna1Popular",1,1,0,"17",0,0,1,1,0,0,0,0,"17",0,0,0,0,0,0,0,0,1,0,0,0,1
